bedrooms,bathrooms,sqft,lot_size,age,location,property_type,garage,price
3,1,1550,6329,20,Suburbs,Single Family,Attached,695000
2,1,1087,2368,30,Suburbs,Single Family,Carport,522500
4,2,1507,5963,65,Suburbs,Single Family,Attached,680000
3,1,1550,2799,35,Suburbs,Condo,Carport,500000
2,1,1200,1701,32,Suburbs,Townhouse,Attached,550000
3,2,1550,7589,20,Suburbs,Single Family,Attached,730000
3,1,1259,8740,65,Suburbs,Single Family,Attached,875000
3,2,1550,6297,20,Suburbs,Single Family,Attached,850000
3,1,1550,6426,20,Suburbs,Single Family,Carport,635000
4,2,1615,6340,64,Suburbs,Single Family,Attached,762000
2,1,915,1000,30,Suburbs,Condo,Carport,411000
4,2,1900,6135,20,Suburbs,Single Family,Attached,790000
4,1,1900,6125,20,Suburbs,Single Family,None,605000
3,2,1109,6383,55,Suburbs,Single Family,Attached,805000
4,2,1900,6297,65,Suburbs,Single Family,Attached,890000
3,1,1550,5909,20,Suburbs,Single Family,Carport,795000
4,2,1647,6265,75,Historic,Single Family,Carport,634000
3,1,1550,6351,65,Suburbs,Single Family,Carport,642000
3,2,1550,6867,20,Suburbs,Single Family,Attached,863000
3,1,1550,6534,20,Suburbs,Single Family,Attached,740000
3,2,1938,2626,120,Waterfront,Single Family,Carport,1819000
2,1,657,1000,60,Waterfront,Condo,Attached,410000
1,1,850,1000,20,Waterfront,Condo,Carport,280000
2,1,1292,1227,25,Waterfront,Townhouse,Attached,1015000
2,1,700,1000,65,Waterfront,Condo,Carport,502500
2,1,624,1000,55,Waterfront,Condo,None,520000
2,1,657,1000,65,Waterfront,Condo,Carport,442000
3,1,1076,1916,105,Waterfront,Single Family,Carport,1193000
2,1,527,1000,65,Waterfront,Condo,Carport,416000
2,1,1200,1000,20,Waterfront,Condo,Carport,820000
2,1,635,1000,55,Waterfront,Condo,Carport,474000
2,1,904,1711,95,Waterfront,Single Family,None,981000
3,2,1711,3649,120,Waterfront,Single Family,Attached,1690000
2,1,549,5199,55,Waterfront,Condo,Carport,540000
3,1,1550,1690,97,Waterfront,Single Family,Carport,1080000
1,1,850,1000,20,Waterfront,Condo,None,500000
2,1,1200,1000,20,Waterfront,Condo,None,497500
2,1,1324,7093,105,Waterfront,Single Family,Carport,2000000
4,2,2347,7696,40,Waterfront,Single Family,Attached,1800000
2,1,1389,2239,25,Waterfront,Townhouse,Carport,1255000
3,2,1206,2217,27,Waterfront,Condo,Attached,1070000
5,3,4521,7696,16,Waterfront,Single Family,Attached,2000000
4,2,2433,8008,40,Waterfront,Single Family,Attached,2000000
3,3,2863,7007,20,Waterfront,Single Family,Attached,2000000
5,5,4413,7007,20,Waterfront,Single Family,Attached,2000000
2,1,1044,1313,48,Waterfront,Condo,Carport,806000
6,4,4833,22077,90,Waterfront,Single Family,Attached,2000000
2,2,1200,1000,20,Waterfront,Single Family,Attached,1215000
5,3,3832,6458,19,Waterfront,Single Family,Attached,2000000
2,1,1200,2217,20,Waterfront,Condo,Carport,812000
3,2,1550,1884,49,Waterfront,Single Family,Attached,1140000
3,2,1550,9182,20,Waterfront,Single Family,Carport,2000000
5,3,3757,7298,24,Waterfront,Single Family,Attached,2000000
2,1,1200,1000,20,Waterfront,Condo,Carport,605000
3,2,1550,3315,20,Waterfront,Single Family,Attached,1255000
3,1,1787,10925,95,Waterfront,Single Family,Carport,1850000
3,1,1550,2250,50,Waterfront,Condo,Carport,805000
3,1,1184,2024,55,Waterfront,Single Family,Carport,700000
4,2,1900,7147,20,Waterfront,Single Family,Attached,2000000
2,1,775,1000,65,Waterfront,Single Family,Carport,500000
3,2,2713,7524,40,Waterfront,Single Family,Attached,2000000
3,2,2153,6211,77,Waterfront,Single Family,Attached,1800000
2,1,753,1000,11,Waterfront,Condo,Carport,635000
2,1,786,1000,65,Waterfront,Condo,Carport,526000
1,1,850,7965,20,Waterfront,Single Family,Carport,390000
3,1,1615,3025,30,Waterfront,Single Family,Attached,905000
4,3,3315,4876,9,Waterfront,Single Family,Attached,1750000
2,1,1076,1302,65,Waterfront,Townhouse,Carport,760000
4,3,1900,12357,20,Waterfront,Single Family,Attached,2000000
3,2,1765,2357,22,Waterfront,Townhouse,Attached,1367000
5,3,2250,7298,20,Waterfront,Single Family,Attached,2000000
5,3,2250,6910,95,Waterfront,Single Family,Attached,2000000
4,3,2583,2594,16,Waterfront,Townhouse,Attached,1400000
4,2,2594,10064,98,Waterfront,Single Family,Attached,2000000
2,1,1119,1238,65,Waterfront,Condo,Carport,625000
2,1,1200,1119,20,Waterfront,Townhouse,Carport,700000
3,1,5005,7223,20,Waterfront,Single Family,Attached,1860000
4,3,3617,7255,28,Waterfront,Single Family,Attached,2000000
5,2,2250,6577,20,Waterfront,Single Family,Attached,2000000
2,1,850,1000,75,Waterfront,Condo,Carport,460000
3,1,1550,8956,20,Waterfront,Single Family,Attached,2000000
2,1,1055,2486,40,Waterfront,Condo,Attached,1053000
3,2,1550,4090,45,Waterfront,Single Family,Attached,1800000
3,2,1830,3294,30,Waterfront,Townhouse,Attached,1472000
3,1,1550,7007,20,Waterfront,Single Family,Attached,2000000
3,1,1550,7502,20,Waterfront,Single Family,Attached,1910000
2,1,947,1000,35,Waterfront,Condo,Carport,754000
5,5,2250,7223,20,Waterfront,Single Family,Attached,2000000
5,5,5403,7955,20,Waterfront,Single Family,Attached,2000000
4,2,2723,8094,44,Waterfront,Single Family,Attached,2000000
2,1,990,2293,45,Waterfront,Condo,Carport,755000
4,3,1900,6415,20,Waterfront,Single Family,Attached,2000000
4,3,3767,10839,115,Waterfront,Single Family,Attached,2000000
4,3,1900,7255,20,Waterfront,Single Family,Attached,2000000
4,2,1900,6275,20,Waterfront,Single Family,Attached,1801000
4,2,2228,7373,85,Waterfront,Single Family,Carport,2000000
2,1,1615,1000,65,Waterfront,Condo,Carport,650000
4,2,1900,9063,20,Waterfront,Single Family,Carport,2000000
5,3,2250,15801,20,Waterfront,Single Family,Attached,2000000
3,2,1550,2045,20,Waterfront,Townhouse,Attached,1385000
3,1,3132,7955,95,Waterfront,Single Family,Attached,2000000
4,2,1668,7158,85,Waterfront,Single Family,Carport,1900000
3,2,1787,7599,95,Waterfront,Single Family,Carport,2000000
3,2,2077,6598,82,Waterfront,Single Family,Attached,1750000
5,4,2250,15468,20,Waterfront,Single Family,Attached,2000000
3,2,1550,2788,85,Waterfront,Townhouse,Carport,1100000
5,3,4521,7696,16,Waterfront,Single Family,Attached,2000000
4,2,1900,6997,20,Waterfront,Single Family,Attached,2000000
4,2,2799,10559,65,Waterfront,Single Family,Attached,2000000
2,1,1200,9085,20,Waterfront,Single Family,Attached,1912000
2,1,861,1399,65,Waterfront,Condo,Carport,730000
5,5,2250,1000,20,Waterfront,Single Family,Attached,2000000
3,2,2045,4349,14,Waterfront,Single Family,Attached,1500000
3,1,1550,6534,75,Waterfront,Single Family,Carport,1850000
3,1,1238,7233,90,Waterfront,Single Family,Carport,1700000
2,1,1200,17341,20,Waterfront,Single Family,None,1010000
3,2,1798,2799,25,Waterfront,Townhouse,Attached,1315000
3,2,1658,8374,75,Waterfront,Single Family,Carport,1500000
4,4,2960,12217,65,Waterfront,Single Family,Attached,2000000
2,1,1200,2723,20,Waterfront,Single Family,Carport,1080000
7,2,2950,10140,20,Waterfront,Single Family,None,1350000
4,2,1991,6964,70,Waterfront,Single Family,Attached,1905000
5,4,5134,8181,10,Waterfront,Single Family,Attached,2000000
4,2,2314,6910,70,Waterfront,Single Family,Attached,1900000
3,1,1475,9558,75,Waterfront,Single Family,Attached,2000000
4,2,2303,8073,75,Waterfront,Single Family,Attached,2000000
3,2,1722,3735,14,Waterfront,Single Family,Carport,1265000
3,1,1550,8310,20,Waterfront,Single Family,Attached,2000000
4,2,1991,7244,65,Waterfront,Single Family,Attached,1750000
3,1,1335,7158,75,Waterfront,Single Family,Attached,1450000
4,2,1615,8310,70,Waterfront,Single Family,Attached,2000000
4,2,2422,7922,67,Waterfront,Single Family,Attached,1825000
4,1,1900,9117,20,Waterfront,Single Family,Attached,2000000
4,2,1900,5877,20,Waterfront,Single Family,Carport,1570000
3,4,5597,9537,12,Waterfront,Single Family,Attached,2000000
4,3,1900,7180,20,Waterfront,Single Family,Attached,1750000
3,2,1550,2228,22,Waterfront,Townhouse,Carport,1150000
3,2,1550,6943,72,Waterfront,Single Family,Attached,1575000
4,2,1900,7793,20,Waterfront,Single Family,Attached,1505000
4,2,3552,7126,60,Waterfront,Single Family,Attached,1572000
3,2,1550,6566,20,Waterfront,Single Family,Attached,1500000
4,2,1900,3046,20,Waterfront,Townhouse,Carport,1400000
5,3,3929,7589,12,Waterfront,Single Family,Attached,1750000
4,2,2734,6663,35,Waterfront,Single Family,Attached,1850000
3,1,1550,10678,20,Waterfront,Single Family,Attached,1480000
4,2,1900,7685,20,Waterfront,Single Family,Attached,1400000
4,3,2960,13713,55,Waterfront,Single Family,Attached,2000000
3,2,1550,2626,20,Waterfront,Condo,Attached,1050000
4,4,1658,6717,58,Waterfront,Single Family,Attached,2000000
4,2,2960,6566,32,Waterfront,Single Family,Attached,1740000
4,3,3821,7072,19,Waterfront,Single Family,Attached,2000000
3,2,2659,5565,55,Waterfront,Single Family,Carport,1388800
4,2,1900,7696,86,Waterfront,Single Family,Attached,1702000
4,2,1776,6318,65,Waterfront,Single Family,Attached,1800000
4,3,2659,11517,33,Waterfront,Single Family,Attached,2000000
2,1,1200,7470,20,Waterfront,Single Family,Carport,1400000
2,2,1200,2196,20,Waterfront,Townhouse,Attached,860000
4,3,1900,7416,20,Waterfront,Single Family,Attached,1670000
3,1,1550,8611,75,Waterfront,Single Family,Carport,1500000
5,3,3821,9688,70,Waterfront,Single Family,Attached,2000000
4,2,1900,8773,20,Waterfront,Single Family,Attached,1350000
5,2,2250,12249,20,Waterfront,Single Family,Carport,2000000
3,1,1550,4994,20,Waterfront,Single Family,Attached,1300000
3,2,1808,8213,65,Waterfront,Single Family,Attached,1700000
2,1,1200,9192,77,Waterfront,Single Family,Attached,1750000
3,1,1550,5834,20,Waterfront,Single Family,Carport,980000
3,3,2024,3337,13,Waterfront,Single Family,Carport,1230000
5,3,5694,6857,17,Waterfront,Single Family,Attached,2000000
3,3,2497,7158,55,Waterfront,Single Family,Attached,1950000
5,2,1830,7642,70,Waterfront,Single Family,Attached,1750000
5,2,2626,10785,75,Waterfront,Single Family,Attached,2000000
3,1,1249,6512,75,Waterfront,Single Family,Attached,1480000
4,3,538,13423,20,Waterfront,Single Family,Attached,2000000
3,1,969,7772,95,Waterfront,Single Family,Carport,1818000
4,2,1900,11194,20,Waterfront,Single Family,Attached,2000000
4,2,2110,13293,65,Waterfront,Single Family,Attached,2000000
4,3,4521,9731,22,Waterfront,Single Family,Carport,2000000
4,2,1900,7040,65,Waterfront,Single Family,Carport,1620000
3,1,7750,7675,75,Waterfront,Single Family,Attached,1903000
3,2,1550,6878,20,Waterfront,Single Family,Attached,1712000
4,3,1830,9354,75,Waterfront,Single Family,Attached,1720000
4,1,1900,11216,20,Waterfront,Single Family,Attached,1670000
2,1,1200,5027,20,Waterfront,Single Family,Attached,1350000
4,2,2164,7180,51,Waterfront,Single Family,Attached,1675000
4,3,2153,3897,11,Waterfront,Townhouse,Carport,1680000
3,1,1550,8708,20,Waterfront,Single Family,Carport,1800000
4,3,1900,7610,20,Waterfront,Single Family,Attached,1550000
5,5,5576,14682,12,Waterfront,Single Family,Attached,2000000
4,2,1900,9870,20,Waterfront,Single Family,Attached,2000000
4,2,2691,10872,75,Waterfront,Single Family,Attached,2000000
3,2,1550,3757,20,Waterfront,Townhouse,Attached,1137000
3,2,1884,10215,85,Waterfront,Single Family,Attached,2000000
2,1,1200,7545,20,Waterfront,Single Family,Attached,1389000
2,1,915,1905,50,Waterfront,Single Family,Carport,685000
6,1,500,7438,20,Waterfront,Single Family,Attached,1900000
3,2,1905,3961,16,Waterfront,Single Family,Attached,1335000
3,2,1550,8181,20,Waterfront,Single Family,Attached,1600000
3,2,1550,5307,20,Waterfront,Single Family,Attached,1830000
4,2,1776,6318,65,Waterfront,Single Family,Attached,1900000
5,2,2250,6512,20,Waterfront,Single Family,Attached,1500000
2,1,1200,11571,55,Waterfront,Condo,Carport,735000
2,1,1206,2691,30,Waterfront,Condo,Carport,1040000
3,1,1550,6695,20,Waterfront,Single Family,Attached,1520000
4,2,1647,6932,75,Waterfront,Single Family,Attached,1250000
6,3,2600,8697,51,Waterfront,Single Family,Attached,1900000
5,3,2153,9063,64,Waterfront,Single Family,Attached,1875000
4,2,2131,7545,65,Waterfront,Single Family,Attached,1530000
3,2,1884,8116,65,Waterfront,Single Family,Attached,1700000
3,2,1550,2002,15,Waterfront,Townhouse,Attached,1238000
3,1,1550,6835,65,Waterfront,Single Family,None,1320000
2,1,1200,1000,75,Waterfront,Condo,Carport,560000
3,1,1625,7072,65,Waterfront,Single Family,Attached,1651000
5,3,3821,9688,70,Waterfront,Single Family,Attached,1920000
5,2,2142,9095,45,Waterfront,Single Family,Attached,1560000
7,2,2950,10140,20,Waterfront,Single Family,None,1550000
3,2,1550,2228,22,Waterfront,Single Family,Carport,1038000
4,3,2077,7933,75,Waterfront,Single Family,Attached,1660000
3,2,1550,4930,28,Waterfront,Single Family,Attached,1260000
3,1,1550,50000,20,Waterfront,Single Family,Attached,2000000
4,2,1900,6674,20,Waterfront,Single Family,Attached,2000000
3,2,1550,3035,20,Waterfront,Single Family,Attached,1225000
4,2,1900,7858,65,Waterfront,Single Family,Attached,2000000
3,2,1582,7750,70,Waterfront,Single Family,Carport,1770000
3,1,1098,1000,57,Waterfront,Condo,Carport,691500
4,2,1900,10107,68,Waterfront,Single Family,Attached,1836000
2,1,1200,2174,51,Waterfront,Condo,Attached,636000
2,1,1200,6448,20,Waterfront,Single Family,Attached,1275000
3,1,1302,3746,75,Waterfront,Condo,Attached,875000
3,2,1550,3897,28,Waterfront,Townhouse,Attached,895000
2,1,1200,7858,20,Waterfront,Single Family,Attached,1550000
4,1,1900,8460,20,Waterfront,Single Family,Attached,1420000
3,2,1539,6598,65,Waterfront,Single Family,Attached,1425000
2,1,2691,1507,55,Waterfront,Townhouse,Carport,851000
3,2,1948,3218,25,Waterfront,Single Family,Attached,1222500
4,2,1900,8536,20,Waterfront,Single Family,Attached,1260000
4,3,1900,6760,20,Waterfront,Single Family,Attached,2000000
3,2,1550,4499,100,Waterfront,Townhouse,Carport,900000
3,2,1550,1000,20,Waterfront,Single Family,Attached,1100000
7,3,2950,6534,75,Waterfront,Single Family,Attached,1005000
3,1,1367,6200,80,Waterfront,Single Family,Carport,1317500
2,1,743,1000,60,Waterfront,Condo,Carport,360000
3,3,2282,3132,13,Waterfront,Townhouse,Attached,1435000
3,1,1765,7449,85,Waterfront,Single Family,Attached,1110000
3,2,2691,8557,97,Waterfront,Single Family,Attached,2000000
3,2,2390,6082,85,Waterfront,Single Family,Carport,1500000
4,2,2088,7502,85,Waterfront,Single Family,Attached,1300000
2,1,1200,3208,20,Waterfront,Single Family,Carport,855000
3,1,1249,6286,77,Waterfront,Single Family,Attached,1125000
3,1,1550,6749,20,Waterfront,Single Family,Attached,1135000
3,2,1550,6222,20,Waterfront,Single Family,Carport,867000
3,2,1206,6566,85,Waterfront,Single Family,Attached,1328000
3,2,1453,5662,115,Waterfront,Single Family,Carport,1340000
4,3,2207,2917,15,Waterfront,Townhouse,Attached,1155000
3,1,1485,8159,65,Waterfront,Single Family,Attached,1275000
3,2,1550,1000,38,Waterfront,Single Family,Attached,770000
2,1,1109,3186,85,Waterfront,Single Family,Carport,855000
3,2,1550,3584,20,Waterfront,Townhouse,Attached,1100000
2,1,990,1249,65,Waterfront,Condo,Carport,650000
4,2,2508,9709,75,Waterfront,Single Family,Attached,1815000
4,3,3800,5995,17,Waterfront,Single Family,Attached,2000000
3,2,1550,6598,75,Waterfront,Single Family,Attached,1470000
2,1,1200,11248,20,Waterfront,Condo,None,420000
2,2,5113,2433,20,Waterfront,Condo,Attached,855000
4,1,1900,6103,20,Waterfront,Single Family,Carport,1450000
3,2,1550,6351,20,Waterfront,Single Family,Attached,1200000
4,2,2120,9203,95,Waterfront,Single Family,Attached,1860000
2,1,1076,2443,35,Waterfront,Condo,Carport,725000
3,1,1163,6803,75,Waterfront,Single Family,Carport,1293000
3,1,1550,7782,100,Waterfront,Single Family,Attached,1390000
3,2,1550,7524,20,Waterfront,Single Family,Carport,1400000
3,2,2637,7427,55,Waterfront,Single Family,Attached,1328000
4,2,2745,3810,17,Waterfront,Townhouse,Attached,1247000
3,2,1550,6372,20,Waterfront,Single Family,Attached,1311000
3,1,1550,4112,20,Waterfront,Single Family,Attached,1100000
3,1,1550,7535,20,Waterfront,Single Family,Attached,1327500
4,3,1900,7481,20,Waterfront,Single Family,Carport,1560000
3,1,1539,6717,75,Waterfront,Single Family,Attached,1370000
3,1,1550,6803,20,Waterfront,Single Family,Attached,1100000
4,2,1900,6200,105,Waterfront,Single Family,Carport,1385000
3,2,1550,3326,20,Waterfront,Townhouse,Attached,1275000
3,2,1830,6254,60,Waterfront,Single Family,Carport,1095000
2,1,1200,3455,20,Waterfront,Condo,Attached,797500
2,1,947,7287,13,Waterfront,Condo,Carport,725000
3,2,1604,1582,18,Waterfront,Townhouse,Attached,825000
3,2,1722,1000,13,Waterfront,Townhouse,Attached,1235000
5,3,2250,8310,39,Waterfront,Single Family,Attached,1600000
3,1,1345,7470,75,Waterfront,Single Family,Attached,1165000
4,2,1900,6361,20,Waterfront,Single Family,Attached,1355000
4,2,3057,7922,75,Waterfront,Single Family,Attached,1910000
3,2,1550,6114,20,Waterfront,Single Family,Attached,1448000
2,1,1173,3617,65,Waterfront,Condo,Attached,820000
3,1,1550,1000,20,Waterfront,Single Family,Attached,895000
4,2,1900,3143,20,Waterfront,Single Family,Carport,1041000
4,2,1808,6577,55,Waterfront,Single Family,Attached,1430000
2,1,1033,2949,55,Waterfront,Single Family,Attached,910000
4,4,3886,6232,13,Waterfront,Single Family,Attached,2000000
3,1,1550,6641,20,Waterfront,Single Family,Carport,1350000
2,1,1200,1270,20,Waterfront,Condo,Attached,635000
3,2,1550,6318,20,Waterfront,Single Family,Attached,1280000
5,2,2691,6103,99,Waterfront,Single Family,Attached,1900000
3,1,1550,7276,20,Waterfront,Single Family,Attached,1230000
4,2,8245,4133,20,Waterfront,Single Family,Attached,1150000
3,2,1550,6135,95,Waterfront,Single Family,Attached,1650000
2,2,969,1324,18,Waterfront,Townhouse,Carport,670000
2,1,1152,1000,27,Waterfront,Townhouse,Carport,680000
4,3,2368,3724,15,Waterfront,Townhouse,Attached,1320000
4,1,1900,6243,20,Waterfront,Single Family,Attached,1380000
6,3,2960,7621,37,Waterfront,Single Family,Attached,1900000
2,2,1615,6157,95,Waterfront,Single Family,Attached,1535000
3,1,1615,6394,85,Waterfront,Single Family,Attached,1281000
3,2,1550,3143,20,Waterfront,Condo,Attached,1096000
5,2,1916,7147,75,Waterfront,Single Family,Attached,1385000
3,1,1550,1000,55,Waterfront,Condo,Carport,517500
4,2,1900,3714,20,Waterfront,Townhouse,Attached,1245000
2,1,1200,1000,65,Waterfront,Condo,Carport,503000
4,4,3886,6232,13,Waterfront,Single Family,Attached,2000000
2,1,1200,2067,20,Waterfront,Condo,Carport,760000
2,1,1200,1000,57,Waterfront,Condo,Carport,405000
2,1,1200,8267,20,Waterfront,Single Family,Attached,1410000
3,1,1550,3089,20,Waterfront,Townhouse,Attached,760000
2,2,1345,1894,17,Waterfront,Single Family,Carport,825000
2,1,1023,3025,23,Waterfront,Condo,Attached,746000
1,1,850,1130,20,Waterfront,Condo,Carport,580000
5,2,2045,7352,65,Waterfront,Single Family,Attached,1275000
3,1,1550,6491,20,Waterfront,Single Family,Attached,1206000
3,2,1550,3197,20,Waterfront,Townhouse,Attached,1115000
4,2,1900,6361,20,Waterfront,Single Family,Attached,1190000
4,2,1900,1000,20,Waterfront,Single Family,Carport,1270000
3,2,1292,4133,26,Waterfront,Condo,Attached,1025000
3,2,1550,2777,20,Waterfront,Condo,Carport,740000
4,2,1900,6469,20,Waterfront,Single Family,Attached,1960000
2,1,850,1000,45,Waterfront,Condo,Carport,495000
2,1,1200,1561,20,Waterfront,Condo,Carport,570000
3,2,1916,6297,75,Waterfront,Single Family,Attached,1220000
3,1,1184,6082,75,Waterfront,Single Family,Attached,885000
1,2,1518,3143,13,Waterfront,Townhouse,Attached,830000
4,1,1900,7492,20,Waterfront,Single Family,Attached,1137500
4,2,1900,6814,50,Waterfront,Single Family,Attached,1100000
3,2,1550,6437,55,Waterfront,Single Family,Attached,1040000
3,3,2390,3132,11,Waterfront,Townhouse,Attached,1210000
3,2,1938,3455,19,Waterfront,Townhouse,Attached,1160000
3,2,1184,7858,55,Waterfront,Single Family,Attached,1215000
4,2,2056,6663,65,Waterfront,Single Family,Attached,1200000
3,2,1507,6749,75,Waterfront,Single Family,Attached,1050000
5,2,1572,6652,75,Waterfront,Single Family,Attached,950000
3,2,840,1000,55,Waterfront,Condo,Carport,380000
2,1,936,1819,20,Waterfront,Single Family,Carport,689000
